"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2015","2015",14.91,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2016","2016",14.87,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2017","2017",14.98,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2018","2018",15.11,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2019","2019",18.27,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CRI","Costa Rica","2000","2000",3.75,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CRI","Costa Rica","2001","2001",3.9,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CRI","Costa Rica","2002","2002",3.46,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CRI","Costa Rica","2003","2003",3.07,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CRI","Costa Rica","2004","2004",3.24,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CRI","Costa Rica","2005","2005",3.7,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CRI","Costa Rica","2006","2006",3.56,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CRI","Costa Rica","2007","2007",3.45,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CRI","Costa Rica","2008","2008",3.38,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CRI","Costa Rica","2009","2009",3.86,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CRI","Costa Rica","2010","2010",3.76,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CRI","Costa Rica","2011","2011",4.1,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CRI","Costa Rica","2012","2012",3.85,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CRI","Costa Rica","2013","2013",4.25,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CRI","Costa Rica","2014","2014",4.12,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CRI","Costa Rica","2015","2015",3.59,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CRI","Costa Rica","2016","2016",3.73,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CRI","Costa Rica","2017","2017",3.69,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CRI","Costa Rica","2018","2018",3.63,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CRI","Costa Rica","2019","2019",4.33,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LVA","Latvia","2000","2000",52520,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LVA","Latvia","2001","2001",49913,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LVA","Latvia","2002","2002",48450,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LVA","Latvia","2003","2003",48199,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LVA","Latvia","2004","2004",47295,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LVA","Latvia","2005","2005",48908,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LVA","Latvia","2006","2006",49221,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LVA","Latvia","2007","2007",48916,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LVA","Latvia","2008","2008",51725,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LVA","Latvia","2009","2009",48679,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LVA","Latvia","2010","2010",45244,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LVA","Latvia","2011","2011",46745,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LVA","Latvia","2012","2012",48778,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LVA","Latvia","2013","2013",47543,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LVA","Latvia","2014","2014",46596,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LVA","Latvia","2015","2015",47249,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LVA","Latvia","2016","2016",48219,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LVA","Latvia","2017","2017",48889,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LVA","Latvia","2018","2018",49451,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LVA","Latvia","2000","2000",22.18,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LVA","Latvia","2001","2001",21.36,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LVA","Latvia","2002","2002",20.97,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LVA","Latvia","2003","2003",21.07,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LVA","Latvia","2004","2004",20.9,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LVA","Latvia","2005","2005",21.85,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LVA","Latvia","2006","2006",22.19,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LVA","Latvia","2007","2007",22.23,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LVA","Latvia","2008","2008",23.76,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LVA","Latvia","2009","2009",22.73,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LVA","Latvia","2010","2010",21.57,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LVA","Latvia","2011","2011",22.69,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LVA","Latvia","2012","2012",23.98,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LVA","Latvia","2013","2013",23.62,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LVA","Latvia","2014","2014",23.37,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LVA","Latvia","2015","2015",23.89,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LVA","Latvia","2016","2016",24.61,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LVA","Latvia","2017","2017",25.17,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","LVA","Latvia","2018","2018",25.66,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","LVA","Latvia","2000","2000",5.69,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","LVA","Latvia","2001","2001",5.32,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","LVA","Latvia","2002","2002",5.09,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","LVA","Latvia","2003","2003",5.03,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","LVA","Latvia","2004","2004",4.92,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","LVA","Latvia","2005","2005",5.05,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","LVA","Latvia","2006","2006",4.8,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","LVA","Latvia","2007","2007",4.6,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","LVA","Latvia","2008","2008",4.9,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","LVA","Latvia","2009","2009",5.39,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","LVA","Latvia","2010","2010",5.36,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","LVA","Latvia","2011","2011",5.46,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","LVA","Latvia","2012","2012",5.62,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","LVA","Latvia","2013","2013",5.35,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","LVA","Latvia","2014","2014",5.32,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","LVA","Latvia","2015","2015",5.31,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","LVA","Latvia","2016","2016",5.44,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","LVA","Latvia","2017","2017",5.52,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","LVA","Latvia","2018","2018",5.49,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LTU","Lithuania","2000","2000",93818.93,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LTU","Lithuania","2001","2001",97213.52,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LTU","Lithuania","2002","2002",92495.26,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LTU","Lithuania","2003","2003",96845.95,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LTU","Lithuania","2004","2004",97617.61,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LTU","Lithuania","2005","2005",94745.85,,
